1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	5	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	4	0
1411	1	2010	4	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	4	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	4	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	4	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	4	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	6	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	1	0
1411	1	2010	4	0
1411	1	2010	1	0
1411	1	2010	3	0
1411	1	2010	4	0
1411	1	2010	5	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	4	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	3	0
1411	1	2010	2	0
1411	1	2010	4	0
1411	1	2010	4	0
1411	1	2010	1	0
1411	1	2010	1	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	2	0
1411	1	2010	1	0
1411	1	2010	3	0
